fsku,actual_t10,actual_t11,actual_t12,actual_t1,final_fc_t12,ma3_fc_t12,acc_final_t12,acc_ma3_t12,final_fc_t1,ma3_fc_t1,acc_final_t1,acc_ma3_t1,final_fc_t2,final_fc_t3
38.L1.3060.KAI3601BD,100.0,284.0,128,408,93,150.0,72.7%,82.6%,169,171.0,41.4%,41.8%,180,166
38.L1.3060.KAI3601BV,674.0,628.0,1206,1408,581,541.0,48.2%,44.9%,926,836.0,65.8%,59.4%,950,994
38.L1.3060.KAI3603,6278.0,4841.0,7015,6977,4600,4200.0,65.6%,59.9%,6215,6045.0,89.1%,86.6%,6180,6358
38.L1.3060.KAI3603D,718.0,983.0,862,1115,793,710.0,92.0%,82.4%,870,854.0,78.0%,76.6%,890,878
38.L1.3060.KAI3604,1995.0,3277.0,3309,3190,2796,2689.0,84.5%,81.3%,3037,2860.0,95.2%,89.7%,3167,3156
38.L1.3060.KAI3605,2191.0,6252.0,11416,6068,11400,4404.0,99.9%,38.6%,8022,6620.0,67.8%,90.9%,8686,9033
38.L1.3060.KAI3605D,314.0,555.0,651,464,410,353.0,63.0%,54.2%,555,507.0,80.4%,90.8%,584,589
38.L1.3060.KAI3606,2115.0,3794.0,5496,2220,3024,2791.0,55.0%,50.8%,4309,3802.0,5.9%,28.8%,4562,4673
38.L1.3060.KAI3607,296.0,1498.0,275,1830,0,1793.0,0.0%,0.0%,646,690.0,35.3%,37.7%,705,601
38.L1.3060.KAI3607D,69.0,405.0,183,100,276,246.0,49.2%,65.4%,227,219.0,0.0%,0.0%,249,229
38.L1.3060.KAI3608,1185.0,1843.0,1780,1805,1716,1741.0,96.4%,97.8%,1680,1603.0,93.1%,88.8%,1743,1732
38.L1.3060.UGC3600,0.0,0.0,0,,0,27.0,,,0,0.0,,,0,0
38.L1.3060.UGC3600AD,199.0,0.0,128,,144,95.0,87.5%,74.0%,0,109.0,,,13,45
38.L1.3060.UGC3600AV,0.0,0.0,34,,0,27.0,0.0%,78.4%,17,11.0,,,19,21
38.L1.3060.UGC3600BD,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
38.L1.3060.UGC3600BV,0.0,112.0,0,,112,37.0,,,34,37.0,,,39,30
38.L1.3060.UGC3602,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
38.L1.3060.UGC3602AD,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
38.L1.3060.UGC3602AV,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
38.L1.3060.UGC3602BD,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
38.L1.3060.UGC3602BV,0.0,0.0,360,582,0,0.0,0.0%,0.0%,582,120.0,100.0%,20.6%,457,485
38.L1.4080.UT481001D,42.0,9.0,403,9,24,28.0,6.0%,6.9%,213,151.0,0.0%,0.0%,229,259
38.L1.4080.UT481001T,2698.0,5696.0,5024,4033,4312,3890.0,85.8%,77.4%,4760,4473.0,82.0%,89.1%,5026,4946
38.L1.4080.UT481001V,156.0,13.0,518,306,70,85.0,13.5%,16.3%,294,229.0,96.1%,74.8%,305,344
38.L1.4080.UT481002D,76.0,331.0,25,,194,145.0,0.0%,0.0%,0,144.0,,,0,0
38.L1.4080.UT481002V,154.0,384.0,152,80,279,248.0,16.4%,37.1%,222,230.0,0.0%,0.0%,233,214
38.L1.4080.UT481003D,32.0,185.0,119,25,122,77.0,97.5%,64.7%,121,112.0,0.0%,0.0%,133,127
38.L1.4080.UT481003V,32.0,227.0,542,29,139,113.0,25.6%,20.9%,346,267.0,0.0%,0.0%,381,403
38.L1.4080.UT481004D,75.0,240.0,223,,152,120.0,68.2%,54.0%,0,179.0,,,0,0
38.L1.4080.UT481004T,6848.0,4421.0,9491,4107,5641,6050.0,59.4%,63.7%,7441,6920.0,18.8%,31.5%,7452,7856
38.L1.4080.UT481004V,282.0,240.0,352,134,256,259.0,72.7%,73.7%,304,291.0,0.0%,0.0%,306,315
38.L1.4080.UT481005D,213.0,7.0,386,66,84,101.0,21.8%,26.1%,238,202.0,0.0%,0.0%,236,267
38.L1.4080.UT481005V,515.0,206.0,414,157,366,385.0,88.4%,93.0%,322,378.0,0.0%,0.0%,208,454
38.L1.4080.UT481006D,30.0,30.0,0,60,42,50.0,,,15,20.0,25.0%,33.3%,14,12
38.L1.4080.UT481006V,73.0,232.0,194,275,168,151.0,86.6%,77.8%,181,166.0,65.8%,60.5%,195,191
38.L1.5050.SVICC501,10530.0,6192.0,384,340,0,7936.0,0.0%,0.0%,340,5702.0,100.0%,0.0%,199,905
38.L1.5050.SVICC502,11174.0,3974.0,82,724,0,8309.0,0.0%,0.0%,724,5077.0,100.0%,0.0%,222,1008
38.L1.5050.SVICC503,896.0,324.0,0,,661,791.0,,,0,407.0,,,0,0
38.L1.5050.SVICC504,14784.0,1020.0,1160,1736,1200,7676.0,96.6%,0.0%,4806,5655.0,0.0%,0.0%,941,1593
38.L1.5050.SVICC505,21260.0,6494.0,2744,3042,2800,12987.0,98.0%,0.0%,3042,10166.0,100.0%,0.0%,1591,3304
38.L1.5050.SVICC506,20830.0,11947.0,2028,3747,2100,14364.0,96.4%,0.0%,9861,11602.0,0.0%,0.0%,1877,3176
38.L1.5050.SVICC507,30724.0,20906.0,3873,3613,3900,26141.0,99.3%,0.0%,3613,18501.0,100.0%,0.0%,2059,5182
38.L1.5050.SVICC508,18008.0,17178.0,1412,2569,1500,15908.0,93.8%,0.0%,2569,12199.0,100.0%,0.0%,1095,4976
38.L1.5050.SVICC509,12428.0,16325.0,5600,3616,5900,14508.0,94.6%,0.0%,10183,11451.0,0.0%,0.0%,2995,5069
38.L1.5050.SVKAI501,7109.0,11032.0,7649,9535,9744,9539.0,72.6%,75.3%,8556,8597.0,89.7%,90.2%,8779,8486
38.L1.5050.SVKAI502,2120.0,948.0,1332,3477,1977,2468.0,51.6%,14.7%,1374,1467.0,39.5%,42.2%,1276,1317
38.L1.5050.SVKAI503,2344.0,4752.0,4350,4780,3605,3241.0,82.9%,74.5%,4069,3815.0,85.1%,79.8%,4290,4236
38.L1.5050.SVKAI504,9186.0,5140.0,6630,5889,6694,7056.0,99.0%,93.6%,6694,6985.0,86.3%,81.4%,6364,6516
38.L1.5050.SVKAI505,6069.0,3026.0,5270,5393,6272,3853.0,81.0%,73.1%,4757,4788.0,88.2%,88.8%,4565,4764
38.L1.5050.SVKAI506,19178.0,10253.0,15088,15302,12992,13330.0,86.1%,88.3%,14456,14840.0,94.5%,97.0%,13805,14257
38.L1.5050.SVKAI507,4345.0,3172.0,4902,6016,3998,4354.0,81.6%,88.8%,4272,4140.0,71.0%,68.8%,4241,4382
38.L1.5050.SVUSC505,2012.0,934.0,2618,2190,1016,1175.0,38.8%,44.9%,1992,1855.0,91.0%,84.7%,1968,2105
38.L1.5050.SVUSC506,2020.0,3333.0,3691,2838,2520,2198.0,68.3%,59.5%,3249,3015.0,85.5%,93.8%,3398,3412
38.L1.5050.SVUSC507,3494.0,2414.0,2986,1836,3146,2583.0,94.6%,86.5%,2916,2965.0,41.2%,38.5%,2837,2890
38.L1.5050.SVUSC510,1806.0,1146.0,586,1822,1396,1452.0,0.0%,0.0%,998,1179.0,54.8%,64.7%,904,869
38.L1.5050.SVUSC511,1182.0,2455.0,2454,2360,2070,2026.0,84.4%,82.6%,2200,2030.0,93.2%,86.0%,2327,2314
38.L1.5050.SVUSC512,1928.0,1343.0,2774,3455,1797,2002.0,64.8%,72.2%,2176,2015.0,63.0%,58.3%,2189,2302
38.L1.5050.SVUSC513,4504.0,3414.0,3034,3692,3486,3352.0,85.1%,89.5%,3442,3651.0,93.2%,98.9%,3314,3296
38.L1.5050.SVUSC514,4002.0,1992.0,1338,3399,2100,2186.0,43.0%,36.6%,2067,2444.0,60.8%,71.9%,1833,1804
39.L1.3060.USGM3601,167.0,230.0,470,1132,254,281.0,54.0%,59.9%,337,289.0,29.8%,25.5%,356,373
39.L1.3060.USGM3602,0.0,0.0,0,85,0,0.0,,,0,0.0,0.0%,0.0%,0,0
39.L1.3060.USGM3603,434.0,402.0,161,3411,357,322.0,0.0%,0.2%,3411,332.0,100.0%,9.7%,1089,3318
39.L1.3060.USGM3604,654.0,152.0,1128,642,1111,1667.0,98.5%,52.2%,740,645.0,84.7%,99.6%,739,817
39.L1.3060.USGM3605,38.0,32.0,328,88,38,41.0,11.6%,12.6%,181,133.0,0.0%,49.2%,195,217
39.L1.3060.USGM3606,971.0,857.0,1058,1135,900,899.0,85.1%,85.0%,980,962.0,86.3%,84.8%,979,995
39.L1.3060.USGM3607,251.0,52.0,859,1791,216,291.0,25.1%,33.9%,495,387.0,27.6%,21.6%,516,578
39.L1.3060.USGM3608,24.0,16.0,69,75,32,26.0,46.4%,38.2%,44,36.0,58.7%,48.4%,46,50
39.L1.3060.USGM3609,570.0,2082.0,979,771,1351,1115.0,62.0%,86.1%,1228,1210.0,40.7%,43.0%,1324,1226
39.L1.3060.USGM3610,516.0,573.0,216,701,601,629.0,0.0%,0.0%,383,435.0,54.6%,62.1%,371,344
39.L1.3060.USGM3611,38.0,16.0,0,80,38,18.0,,,12,18.0,15.0%,22.5%,9,8
39.L1.3060.USGM3612,719.0,92.0,348,398,435,559.0,75.0%,39.3%,345,386.0,86.7%,97.1%,295,321
39.L1.3060.USGM3613,4176.0,2826.0,4327,5933,4000,3071.0,92.4%,71.0%,3846,3776.0,64.8%,63.6%,3786,3912
39.L1.3060.USGM3614,4567.0,1449.0,3046,2800,3106,3692.0,98.0%,78.8%,2871,3021.0,97.5%,92.1%,2639,2790
39.L1.3060.USGM3615,4181.0,2236.0,7387,10495,3400,3603.0,46.0%,48.8%,10495,4601.0,100.0%,43.8%,8737,9129
39.L1.3060.USGM3616,4479.0,4579.0,6353,9534,4755,4889.0,74.8%,77.0%,9534,5137.0,100.0%,53.9%,8084,8346
39.L1.3060.USGM3617,7001.0,6492.0,8389,11058,5856,5347.0,69.8%,63.7%,11058,7294.0,100.0%,66.0%,9801,10037
39.L1.3060.USGM3618,2691.0,3274.0,3061,5253,2700,2285.0,88.2%,74.6%,3051,3009.0,58.1%,57.3%,3099,3077
39.L1.3060.USGM3619,3901.0,5330.0,5080,2308,4800,3788.0,94.5%,74.6%,4919,4770.0,0.0%,0.0%,5050,5017
39.L1.3060.USGM3620,2852.0,3485.0,14412,11933,14400,2480.0,99.9%,17.2%,11933,6916.0,100.0%,58.0%,11832,12120
39.L1.4080.USG48003,626.0,4515.0,1977,566,1500,1730.0,75.9%,87.5%,2468,2373.0,0.0%,0.0%,2730,2501
39.L1.4080.USG48004,0.0,270.0,328,140,138,95.0,42.1%,28.9%,245,199.0,25.0%,57.6%,275,277
39.L1.4080.USG48005,161.0,834.0,979,565,594,545.0,60.7%,55.7%,772,658.0,63.4%,83.5%,846,850
39.L1.4080.USG48006,2183.0,1425.0,1515,801,1539,1489.0,98.4%,98.3%,1622,1708.0,0.0%,0.0%,1550,1565
39.L1.4080.USG48007,256.0,13.0,14,187,83,90.0,0.0%,0.0%,62,94.0,33.2%,50.4%,38,40
39.L1.4080.USG48008,942.0,338.0,102,382,400,427.0,0.0%,0.0%,341,461.0,89.3%,79.4%,269,257
39.L1.4080.USG48009,1736.0,2140.0,216,12,1963,1912.0,0.0%,0.0%,12,1364.0,100.0%,0.0%,63,285
39.L1.4080.USG48010,140.0,245.0,0,,164,128.0,,,0,128.0,,,0,0
39.L1.4080.USG48011,1835.0,382.0,30,,955,1095.0,0.0%,0.0%,0,749.0,,,0,4
39.L1.4080.USG48012,920.0,63.0,638,,477,611.0,74.8%,95.7%,0,540.0,,,0,96
39.L1.4080.USG48013,223.0,3.0,255,12,253,152.0,99.2%,59.6%,173,160.0,0.0%,0.0%,164,185
39.L1.4080.USG48014,758.0,146.0,209,372,416,494.0,1.0%,0.0%,300,371.0,80.6%,99.7%,242,253
39.L1.4080.USG48015,87.0,240.0,151,,180,182.0,80.8%,79.2%,0,159.0,,,27,90
39.L1.4080.USG48016,0.0,311.0,65,,4,104.0,6.2%,40.5%,0,125.0,,,6,23
39.L1.4080.USG48017,244.0,4202.0,1679,238,2952,2779.0,24.2%,34.5%,238,2042.0,100.0%,0.0%,155,714
39.L1.6060.UGG6001,3479.0,2116.0,2310,1960,2800,3796.0,78.8%,35.7%,2486,2635.0,73.2%,65.6%,2359,2387
39.L1.6060.UGG6003,1289.0,1619.0,1508,891,1400,2126.0,92.8%,59.0%,1498,1472.0,31.9%,34.8%,1525,1514
39.L1.6060.UGG6004,3012.0,3308.0,1854,1656,3500,3979.0,11.2%,0.0%,2522,2725.0,47.7%,35.5%,2479,2367
39.L1.6060.UGG6006,1652.0,1266.0,525,2156,1200,1206.0,0.0%,0.0%,973,1148.0,45.1%,53.2%,897,845
39.L1.6060.UGG6007,3053.0,3286.0,1924,1071,3200,3628.0,33.7%,11.4%,1071,2754.0,100.0%,0.0%,696,1369
39.L1.6060.UGG6010,1602.0,2604.0,1615,1811,2100,1981.0,70.0%,77.4%,1909,1940.0,94.6%,92.9%,1960,1876
39.L1.6060.USGM6001,44.0,611.0,28,402,650,719.0,0.0%,0.0%,206,228.0,51.2%,56.6%,234,184
39.L1.6060.USGM6002,3790.0,1042.0,3825,1084,2037,2242.0,53.3%,58.6%,2983,2886.0,0.0%,0.0%,2847,3083
39.L1.6060.USGM6003,1131.0,2886.0,4371,3027,2780,3001.0,63.6%,68.7%,3278,2796.0,91.7%,92.4%,3528,3622
39.L1.6060.USGM6004,2913.0,2342.0,1246,1995,3000,3418.0,0.0%,0.0%,1908,2167.0,95.6%,91.4%,1796,1720
39.L1.6060.USGM6005,2177.0,2106.0,2593,2835,2200,2234.0,84.8%,86.1%,2364,2292.0,83.4%,80.8%,2381,2418
39.L1.6060.USGM6006,2727.0,1427.0,2080,1190,2211,2518.0,93.7%,79.0%,2014,2078.0,30.8%,25.4%,1916,1978
39.L1.6060.USGM6007,2745.0,2742.0,5187,2941,2636,2564.0,50.8%,49.4%,3965,3558.0,65.2%,79.0%,4087,4270
39.L1.6060.USGM6008,6235.0,2075.0,1958,2800,4200,4762.0,0.0%,0.0%,2848,3423.0,98.3%,77.8%,2426,2459
39.L2.3060.USGM3613,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
39.L2.3060.USGM3619,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
39.L2.6060.UGG6003,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
39.L3.6060.USGM6008,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
40.L1.3060.UGC3600,45147.0,52532.0,61346,43852,46222,43246.0,75.3%,70.5%,55462,53008.0,73.5%,79.1%,56641,57228
40.L1.3060.UGC3600AD,105.0,110.0,368,301,86,72.0,23.4%,19.5%,238,194.0,79.1%,64.6%,251,270
40.L1.3060.UGC3600AV,2145.0,2517.0,2841,2262,2200,1970.0,77.4%,69.3%,2605,2501.0,84.8%,89.4%,2658,2679
40.L1.3060.UGC3600BD,89.0,248.0,404,528,158,125.0,39.1%,30.9%,294,247.0,55.7%,46.8%,318,328
40.L1.3060.UGC3600BV,2125.0,1521.0,2819,3178,1775,1844.0,63.0%,65.4%,2291,2155.0,72.1%,67.8%,2295,2399
40.L1.3060.UGC3602,27944.0,37288.0,39602,31389,34000,32653.0,85.9%,82.5%,36576,34945.0,83.5%,88.7%,37626,37706
40.L1.3060.UGC3602AD,240.0,310.0,418,342,259,236.0,62.0%,56.5%,350,323.0,97.7%,94.3%,362,370
40.L1.3060.UGC3602AV,2043.0,2355.0,2449,2565,2308,2329.0,94.2%,95.1%,2340,2282.0,91.2%,89.0%,2376,2380
40.L1.3060.UGC3602BD,280.0,289.0,555,213,261,244.0,47.0%,43.9%,420,375.0,2.8%,24.1%,434,454
40.L1.3060.UGC3602BV,2641.0,3184.0,3724,2019,3000,2941.0,80.6%,79.0%,3345,3183.0,34.3%,42.3%,3426,3461
40.L1.3060.USC3601,6568.0,16380.0,11677,5807,11929,10597.0,97.8%,90.8%,12066,11542.0,0.0%,1.2%,12812,12361
40.L1.3060.USC3601D,212.0,603.0,262,175,350,320.0,66.4%,78.0%,354,359.0,0.0%,0.0%,376,347
40.L1.3060.USC3601V,906.0,2387.0,1607,1081,1500,1552.0,93.3%,96.6%,1701,1633.0,42.6%,48.9%,1810,1737
40.L1.3060.USC3602,1838.0,4746.0,6097,1056,4324,4527.0,70.9%,74.3%,4840,4227.0,0.0%,0.0%,5198,5270
40.L1.3060.USC3602D,11.0,312.0,200,96,74,120.0,37.0%,59.8%,196,174.0,0.0%,18.4%,220,209
40.L1.3060.USC3602V,194.0,635.0,425,72,530,534.0,75.3%,74.4%,72,418.0,100.0%,0.0%,47,151
40.L1.3060.USC3603,4169.0,5631.0,8936,5736,5581,5792.0,62.5%,64.8%,6991,6245.0,78.1%,91.1%,7302,7536
40.L1.3060.USC3603D,178.0,279.0,93,262,368,207.0,0.0%,0.0%,166,183.0,63.4%,70.0%,167,152
40.L1.3060.USC3603V,726.0,943.0,1383,860,866,850.0,62.6%,61.5%,1120,1017.0,69.8%,81.7%,1164,1195
40.L1.3060.USC3604,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
40.L1.3060.USC3604D,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
40.L1.3060.USC3604V,0.0,88.0,0,,30,29.0,,,26,29.0,,,31,23
41.L1.3060.M3101,9376.0,2990.0,9797,1619,5573,6231.0,56.9%,63.6%,7671,7388.0,0.0%,0.0%,7373,7947
41.L1.3060.M3102,714.0,593.0,1331,304,664,692.0,49.9%,52.0%,986,879.0,0.0%,0.0%,1011,1068
41.L1.3060.M3103,4667.0,6033.0,6495,4100,5712,5725.0,87.9%,88.1%,5991,5732.0,53.9%,60.2%,6151,6172
41.L1.3060.M3104,350.0,699.0,784,453,576,552.0,73.5%,70.4%,672,611.0,51.7%,65.1%,711,714
41.L1.3060.M3105,82.0,62.0,39,1449,100,160.0,0.0%,0.0%,1449,61.0,100.0%,4.2%,0,258
41.L1.3060.M3106,127.0,144.0,39,581,164,180.0,0.0%,0.0%,88,103.0,15.1%,17.8%,84,76
41.L1.3060.M3107,50.0,0.0,0,262,31,43.0,,,0,17.0,0.0%,6.4%,0,0
41.L1.3060.M3108,75.0,44.0,56,374,76,92.0,64.3%,35.1%,374,58.0,100.0%,15.6%,187,318
41.L1.3060.M3201,136.0,0.0,1309,18,136,52.0,10.4%,4.0%,682,482.0,0.0%,0.0%,734,833
41.L1.3060.M3203,169.0,151.0,0,8,182,203.0,,,79,107.0,0.0%,0.0%,70,59
41.L1.3060.M3205,68.0,63.0,0,25,49,48.0,,,32,44.0,72.0%,25.3%,29,24
41.L1.3060.M3207,19.0,0.0,0,22,6,7.0,,,0,6.0,0.0%,28.8%,0,0
41.L1.3060.M3301,9207.0,7517.0,14709,11574,14700,9654.0,99.9%,65.6%,8906,10478.0,76.9%,90.5%,5763,12573
41.L1.3060.M3302,1460.0,2130.0,1215,1305,1813,1520.0,50.8%,74.9%,1538,1602.0,82.1%,77.3%,1560,1484
41.L1.3060.M3303,7163.0,11121.0,21846,6180,21800,9097.0,99.8%,41.6%,11370,13377.0,16.0%,0.0%,7357,16052
41.L1.3060.M3304,1066.0,832.0,3203,670,1312,1381.0,41.0%,43.1%,1445,1700.0,0.0%,0.0%,935,2040
41.L1.3060.M3305,10176.0,12749.0,13183,9367,11506,10349.0,87.3%,78.5%,10231,12036.0,90.8%,71.5%,6620,14443
41.L1.3060.M3306,20578.0,16718.0,10223,9256,10200,14874.0,99.8%,54.5%,14242,15840.0,46.1%,28.9%,13532,13083
41.L1.3060.M3307,9539.0,19053.0,24073,12510,24100,10753.0,99.9%,44.7%,19660,17555.0,42.8%,59.7%,20862,21144
41.L1.3060.M3308,11767.0,11194.0,7377,5207,10582,8771.0,56.6%,81.1%,9400,10113.0,19.5%,5.8%,9152,8871
41.L1.3060.M3401,565.0,759.0,419,334,454,478.0,91.6%,85.8%,494,581.0,52.1%,26.0%,320,697
41.L1.3060.M3403,180.0,36.0,1814,118,193,204.0,10.6%,11.2%,575,677.0,0.0%,0.0%,372,812
41.L1.3060.M3405,2126.0,2021.0,714,1260,1691,1780.0,0.0%,0.0%,1377,1620.0,90.7%,71.4%,891,1944
41.L1.3060.M3407,1074.0,1687.0,1971,889,1442,1102.0,73.2%,55.9%,1341,1577.0,49.2%,22.6%,868,1893
41.L1.3060.MS361001T,2410.0,4471.0,2168,1508,3086,2506.0,57.7%,84.4%,2907,3016.0,7.2%,0.0%,2998,2805
41.L1.3060.MS361002D,0.0,16.0,0,56,11,10.0,,,5,5.0,8.9%,9.5%,6,4
41.L1.3060.MS361003V,255.0,190.0,272,32,184,169.0,67.6%,62.3%,32,239.0,100.0%,0.0%,21,136
41.L1.3060.MT361001T,6730.0,1655.0,2006,393,3587,4030.0,21.2%,0.0%,393,3464.0,100.0%,0.0%,660,1439
41.L1.3060.MT361002D,92.0,92.0,40,,99,104.0,0.0%,0.0%,66,75.0,,,63,59
41.L1.3060.MT361003V,1749.0,194.0,757,75,712,799.0,94.1%,94.5%,75,900.0,100.0%,0.0%,49,378
41.L1.3060.S3101,1337.0,6040.0,1778,1985,3589,2739.0,0.0%,45.9%,2968,3052.0,50.5%,46.3%,3225,2858
41.L1.3060.S3102,306.0,747.0,501,84,609,398.0,78.4%,79.4%,84,518.0,100.0%,0.0%,55,250
41.L1.3060.S3103,763.0,1748.0,2079,575,1748,1913.0,84.1%,92.0%,575,1530.0,100.0%,0.0%,374,575
41.L1.3060.S3104,184.0,358.0,358,23,350,405.0,97.8%,87.0%,23,300.0,100.0%,0.0%,15,179
41.L1.3060.S3105,0.0,449.0,0,330,283,247.0,,,135,150.0,40.9%,45.4%,157,119
41.L1.3060.S3106,0.0,489.0,1329,443,288,235.0,21.7%,17.7%,811,606.0,16.9%,63.2%,902,960
41.L1.3060.S3107,440.0,52.0,216,223,160,167.0,74.1%,77.2%,212,236.0,95.1%,94.2%,181,197
41.L1.3060.S3108,267.0,238.0,932,568,282,307.0,30.3%,33.0%,591,479.0,96.0%,84.3%,623,675
41.L1.3060.S3201,104.0,214.0,8,142,134,117.0,0.0%,0.0%,89,109.0,62.7%,76.5%,90,73
41.L1.3060.S3203,16.0,125.0,24,25,94,68.0,0.0%,0.0%,53,55.0,0.0%,0.0%,59,50
41.L1.3060.S3205,0.0,117.0,10,86,71,60.0,0.0%,0.0%,40,42.0,46.5%,49.2%,46,37
41.L1.3060.S3207,111.0,101.0,160,188,120,130.0,75.0%,81.5%,132,124.0,70.2%,66.0%,134,139
41.L1.3060.U3101,1812.0,1120.0,2874,2772,1365,1414.0,47.5%,49.2%,2135,1935.0,77.0%,69.8%,2154,2292
41.L1.3060.U3102,238.0,149.0,573,104,163,158.0,28.4%,27.5%,104,320.0,100.0%,0.0%,68,312
41.L1.3060.U3103,4274.0,5751.0,1464,891,5000,4252.0,0.0%,0.0%,891,3830.0,100.0%,0.0%,648,2944
41.L1.3060.U3104,769.0,948.0,184,122,800,653.0,0.0%,0.0%,122,634.0,100.0%,0.0%,84,339
41.L1.3060.U3105,2189.0,1108.0,1848,1404,1694,1904.0,91.7%,97.0%,1694,1715.0,79.3%,77.8%,1623,1689
41.L1.3060.U3106,1597.0,1532.0,1184,280,1437,1985.0,78.6%,32.4%,280,1438.0,100.0%,0.0%,182,592
41.L1.3060.U3107,1672.0,306.0,474,935,602,866.0,73.0%,17.3%,663,817.0,70.9%,87.4%,535,561
41.L1.3060.U3108,247.0,122.0,484,347,480,243.0,99.2%,50.2%,328,284.0,94.5%,81.9%,334,362
41.L1.3060.U3201,14.0,0.0,112,,19,30.0,17.0%,26.5%,59,42.0,,,63,72
41.L1.3060.U3203,139.0,260.0,199,58,188,159.0,94.5%,80.1%,205,199.0,0.0%,0.0%,214,208
41.L1.3060.U3205,125.0,119.0,50,142,126,130.0,0.0%,0.0%,86,98.0,60.6%,69.0%,82,77
41.L1.3060.U3207,28.0,11.0,98,47,27,13.0,27.6%,13.3%,17,46.0,36.2%,97.2%,11,23
41.L1.3060.U3301,17269.0,15257.0,15710,17846,15585,14534.0,99.2%,92.5%,13667,16079.0,76.6%,90.1%,8843,19294
41.L1.3060.U3302,1699.0,1906.0,2206,2384,1787,1647.0,81.0%,74.7%,2015,1937.0,84.5%,81.2%,2050,2071
41.L1.3060.U3303,18803.0,10056.0,18487,14960,16970,14712.0,91.8%,79.6%,13415,15782.0,89.7%,94.5%,8680,18938
41.L1.3060.U3304,1465.0,857.0,2395,2030,1432,1508.0,59.8%,63.0%,1336,1572.0,65.8%,77.5%,865,1887
41.L1.3060.U3305,12219.0,7581.0,25818,11806,25800,10376.0,99.9%,40.2%,12925,15206.0,90.5%,71.2%,8363,18247
41.L1.3060.U3306,15230.0,5466.0,13015,10744,13745,10794.0,94.4%,82.9%,9551,11237.0,88.9%,95.4%,6180,13484
41.L1.3060.U3307,23310.0,20844.0,25573,20054,21037,21720.0,82.3%,84.9%,19756,23242.0,98.5%,84.1%,12783,27891
41.L1.3060.U3308,11260.0,18113.0,18110,11714,16347,14605.0,90.3%,80.6%,13454,15828.0,85.1%,64.9%,8705,18993
41.L1.3060.U3401,350.0,868.0,430,605,670,552.0,44.2%,71.6%,545,549.0,90.1%,90.8%,575,537
41.L1.3060.U3403,1707.0,608.0,748,318,1052,1354.0,59.4%,19.0%,898,1021.0,0.0%,0.0%,795,816
41.L1.3060.U3405,2526.0,1502.0,2954,1937,2043,2150.0,69.2%,72.8%,1978,2327.0,97.9%,79.8%,1280,2793
41.L1.3060.U3407,2399.0,3264.0,3402,1626,2791,2623.0,82.0%,77.1%,2568,3022.0,42.1%,14.2%,1662,3626
41.L1.3060.UT361001T,7797.0,9514.0,8809,1502,7812,6963.0,88.7%,79.0%,1502,8707.0,100.0%,0.0%,976,4404
41.L1.3060.UT361002D,319.0,10.0,136,15,141,177.0,96.3%,70.1%,135,155.0,0.0%,0.0%,110,123
41.L1.3060.UT361003V,763.0,1366.0,1299,46,929,738.0,71.5%,56.8%,46,1143.0,100.0%,0.0%,30,650
41.L1.4060.MS462001,1786.0,2257.0,4249,3691,2048,1987.0,48.2%,46.8%,3159,2764.0,85.6%,74.9%,3306,3450
41.L1.4060.MS462002,1725.0,3140.0,1820,2689,2352,2063.0,70.8%,86.6%,2197,2228.0,81.7%,82.9%,2272,2159
41.L1.4060.MS462003,91.0,407.0,1417,325,282,251.0,19.9%,17.7%,849,638.0,0.0%,3.6%,931,1004
41.L1.4060.MS462004,1514.0,1042.0,1445,1905,1196,1220.0,82.8%,84.4%,1338,1334.0,70.2%,70.0%,1311,1346
41.L1.4060.MT462001,1201.0,583.0,2029,4391,1169,1457.0,57.6%,71.8%,4391,1271.0,100.0%,28.9%,2854,4830
41.L1.4060.MT462002,8241.0,2911.0,4395,286,4746,5081.0,92.0%,84.4%,286,5182.0,100.0%,0.0%,186,2198
41.L1.4060.MT462003,3418.0,1197.0,3373,2863,1738,1729.0,51.5%,51.3%,2729,2663.0,95.3%,93.0%,2616,2801
41.L1.4060.MT462004,3506.0,1094.0,3756,6647,2162,2471.0,57.6%,65.8%,2907,2785.0,43.7%,41.9%,2799,3023
41.L1.4080.M4101,0.0,282.0,0,34,120,113.0,,,85,94.0,0.0%,0.0%,99,75
41.L1.4080.M4102,0.0,312.0,0,34,100,111.0,,,94,104.0,0.0%,0.0%,109,83
41.L1.4080.M4103,72.0,240.0,0,,130,127.0,,,0,104.0,,,0,0
41.L1.4080.M4104,78.0,0.0,0,,74,111.0,,,0,26.0,,,0,0
41.L1.4080.M4201,0.0,60.0,0,18,60,20.0,,,18,20.0,100.0%,88.9%,21,16
41.L1.4080.M4203,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
